content_type,deg_type,deg_label,psnr_degraded,psnr_restored,psnr_improvement,ssim_degraded,ssim_restored,ssim_improvement,steps_applied
scene,dark,dark_mild,6.542445465067855,6.542445465067855,0.0,0.6449579640584331,0.6449579640584331,0.0,['none_required']
scene,motion_blur,mblur_severe_h,28.303609840019924,28.303609840019924,0.0,0.8354033458815674,0.8354033458815674,0.0,['none_required']
scene,motion_blur,mblur_moderate_h,30.12459497716497,30.12459497716497,0.0,0.8486983367421671,0.8486983367421671,0.0,['none_required']
scene,motion_blur,mblur_moderate_d,29.105294370237267,21.73285878286313,-7.372435587374138,0.8375744472613136,0.7783304467781356,-0.059244000483178016,['wiener_deconvolution']
scene,motion_blur,mblur_mild_v,31.39553225674408,31.39553225674408,0.0,0.8523263823787665,0.8523263823787665,0.0,['none_required']
scene,gaussian_blur,gblur_heavy,29.35145225468981,21.725968493264002,-7.625483761425809,0.8289696078887877,0.7948049031249292,-0.03416470476385847,['wiener_deconvolution']
scene,gaussian_blur,gblur_mild,31.5008660300876,21.68664730034365,-9.81421872974395,0.8515817200795552,0.782093575938113,-0.06948814414144222,['wiener_deconvolution']
scene,combined,combined_dark_blur,3.5180755997939817,9.009615230399117,5.491539630605136,0.2438954009841589,0.6909958185690928,0.44710041758493385,"['zero_dce_enhancement', 'wiener_deconvolution']"
scene,combined,combined_moderate,4.604182321441202,10.380677898677044,5.776495577235842,0.39252950538342585,0.7162756122444175,0.32374610686099164,"['zero_dce_enhancement', 'wiener_deconvolution']"
scene,dark,dark_severe,2.4121988614537577,6.625378363469725,4.213179502015967,0.16445224328930755,0.5546485449459904,0.39019630165668284,"['zero_dce_enhancement', 'wiener_deconvolution']"
scene,dark,dark_heavy,2.9063596189281604,7.846808531969805,4.940448913041645,0.25020699098200977,0.6057207615705398,0.35551377058853,"['zero_dce_enhancement', 'wiener_deconvolution']"
scene,dark,dark_moderate,3.9958362826737743,3.9958362826737743,0.0,0.419173930700825,0.419173930700825,0.0,['none_required']
scene,dark,dark_mild,5.92739049885319,5.92739049885319,0.0,0.6429614278145405,0.6429614278145405,0.0,['none_required']
scene,motion_blur,mblur_severe_h,23.985764646501902,23.985764646501902,0.0,0.8095009934954974,0.8095009934954974,0.0,['none_required']
scene,motion_blur,mblur_moderate_h,25.429317729445756,25.429317729445756,0.0,0.8275509994362081,0.8275509994362081,0.0,['none_required']
scene,motion_blur,mblur_moderate_d,25.619014844251012,25.619014844251012,0.0,0.8254191184083077,0.8254191184083077,0.0,['none_required']
scene,motion_blur,mblur_mild_v,26.47050372496591,26.47050372496591,0.0,0.8430300784566578,0.8430300784566578,0.0,['none_required']
scene,gaussian_blur,gblur_heavy,25.222842585177116,20.218006530188838,-5.004836054988278,0.814504446165083,0.7813534828379257,-0.03315096332715728,['wiener_deconvolution']
scene,gaussian_blur,gblur_mild,27.56546564374829,19.95886793344455,-7.606597710303738,0.8457484577311352,0.7551910707398889,-0.09055738699124627,['wiener_deconvolution']
scene,combined,combined_dark_blur,2.898895552270237,7.9621635019659065,5.063267949695669,0.2371593085420392,0.6654917506478393,0.42833244210580007,"['zero_dce_enhancement', 'wiener_deconvolution']"
scene,combined,combined_moderate,3.983003816406558,3.700169843058764,-0.28283397334779403,0.3856675238512355,0.33827704323493885,-0.04739048061629664,['wiener_deconvolution']
scene,dark,dark_severe,3.374489121251189,8.03149383489668,4.65700471364549,0.1769117012135222,0.6012104538413935,0.4242987526278713,"['zero_dce_enhancement', 'wiener_deconvolution']"
scene,dark,dark_heavy,3.868594704319048,9.627178332682472,5.758583628363425,0.26163482807931726,0.6605413548834241,0.3989065268041069,"['zero_dce_enhancement', 'wiener_deconvolution']"
scene,dark,dark_moderate,4.958266123508441,4.958266123508441,0.0,0.42938305659027887,0.42938305659027887,0.0,['none_required']
scene,dark,dark_mild,6.88907957349059,6.88907957349059,0.0,0.6493230919449613,0.6493230919449613,0.0,['none_required']
scene,motion_blur,mblur_severe_h,27.89501291235038,21.562105898052664,-6.332907014297717,0.8305409573960133,0.7945551848808455,-0.03598577251516777,['wiener_deconvolution']
scene,motion_blur,mblur_moderate_h,29.673817296366106,29.673817296366106,0.0,0.847420891393246,0.847420891393246,0.0,['none_required']
scene,motion_blur,mblur_moderate_d,28.242562190282303,28.242562190282303,0.0,0.8332522862241448,0.8332522862241448,0.0,['none_required']
scene,motion_blur,mblur_mild_v,29.690689240977754,21.661498534287787,-8.029190706689967,0.847314306400062,0.7786571141756928,-0.06865719222436917,['wiener_deconvolution']
scene,gaussian_blur,gblur_heavy,28.980902775865395,21.96349469924123,-7.017408076624164,0.8320126159525987,0.8138904157347117,-0.01812220021788702,['wiener_deconvolution']
scene,gaussian_blur,gblur_mild,30.993183635726904,21.927610408778307,-9.065573226948597,0.853639114336632,0.8003230759411287,-0.05331603839550325,['wiener_deconvolution']
scene,combined,combined_dark_blur,3.864364533031235,9.730451946777928,5.866087413746692,0.25072986380421,0.7056944844000477,0.4549646205958377,"['zero_dce_enhancement', 'wiener_deconvolution']"
scene,combined,combined_moderate,4.948905744048259,4.66626621899148,-0.28263952505677903,0.3969225545766069,0.3587404121097666,-0.03818214246684032,['wiener_deconvolution']
scene,dark,dark_severe,1.9564146129133149,6.071765443149294,4.115350830235979,0.1685075451118723,0.5783251799889825,0.4098176348771102,"['zero_dce_enhancement', 'wiener_deconvolution']"
scene,dark,dark_heavy,2.450800367439253,7.207643541301746,4.756843173862492,0.25548157090960816,0.6352346282842193,0.3797530573746111,"['zero_dce_enhancement', 'wiener_deconvolution']"
scene,dark,dark_moderate,3.5401866868968046,3.5401866868968046,0.0,0.42545774457673796,0.42545774457673796,0.0,['none_required']
scene,dark,dark_mild,5.472009808171443,5.472009808171443,0.0,0.6483145614885991,0.6483145614885991,0.0,['none_required']
scene,motion_blur,mblur_severe_h,26.70165605673372,26.70165605673372,0.0,0.8399728197438473,0.8399728197438473,0.0,['none_required']
scene,motion_blur,mblur_moderate_h,27.7987142650639,27.7987142650639,0.0,0.847531416348138,0.847531416348138,0.0,['none_required']
scene,motion_blur,mblur_moderate_d,27.831099548016827,27.831099548016827,0.0,0.8502284284701619,0.8502284284701619,0.0,['none_required']
scene,motion_blur,mblur_mild_v,30.59765403895552,30.59765403895552,0.0,0.8638463175956667,0.8638463175956667,0.0,['none_required']
scene,gaussian_blur,gblur_heavy,28.145116723921987,20.582635699124268,-7.562481024797719,0.8406947000806899,0.8167843218979512,-0.023910378182738667,['wiener_deconvolution']
scene,gaussian_blur,gblur_mild,30.77987801103577,20.32758061211975,-10.45229739891602,0.8601365675389802,0.8026899946822396,-0.057446572856740596,['wiener_deconvolution']
scene,combined,combined_dark_blur,2.4470324361283557,7.291063742461944,4.844031306333588,0.2433640831126607,0.6706106441539785,0.42724656104131786,"['zero_dce_enhancement', 'wiener_deconvolution']"
scene,combined,combined_moderate,3.533511058006104,3.252041297320885,-0.28146976068521923,0.39575467446689044,0.3519325693162825,-0.04382210515060797,['wiener_deconvolution']
text,dark,dark_severe,2.175716806277225,6.295375045250062,4.119658238972837,0.18161021828758084,0.6461474999642757,0.46453728167669484,"['zero_dce_enhancement', 'wiener_deconvolution']"
text,dark,dark_heavy,2.664560435151409,8.671827982532793,6.007267547381384,0.2715253496709586,0.8430789291968197,0.571553579525861,['zero_dce_enhancement']
text,dark,dark_moderate,3.733433641983592,3.733433641983592,0.0,0.4430647709936597,0.4430647709936597,0.0,['none_required']
text,dark,dark_mild,5.6974368107571935,5.6974368107571935,0.0,0.6696519422600327,0.6696519422600327,0.0,['none_required']
text,motion_blur,mblur_severe_h,20.978123557096843,20.978123557096843,0.0,0.9046880390342118,0.9046880390342118,0.0,['none_required']
text,motion_blur,mblur_moderate_h,21.97290083780767,21.97290083780767,0.0,0.9106221889409044,0.9106221889409044,0.0,['none_required']
text,motion_blur,mblur_moderate_d,21.890184252587662,21.890184252587662,0.0,0.8926934246572887,0.8926934246572887,0.0,['none_required']
text,motion_blur,mblur_mild_v,24.710687022572557,24.710687022572557,0.0,0.9386229676397723,0.9386229676397723,0.0,['none_required']
text,gaussian_blur,gblur_heavy,22.092191504175354,18.652536092187663,-3.4396554119876903,0.9038427333916758,0.8816086154043622,-0.022234117987313562,['wiener_deconvolution']
text,gaussian_blur,gblur_mild,24.06560504755864,18.15287014307903,-5.91273490447961,0.9287707351980524,0.8655608618850756,-0.06320987331297678,['wiener_deconvolution']
text,combined,combined_dark_blur,2.6494613314633964,7.5956489679794315,4.946187636516035,0.26422174444717333,0.7463483480330992,0.4821266035859259,"['zero_dce_enhancement', 'wiener_deconvolution']"
text,combined,combined_moderate,3.7062505644179087,3.424315935069096,-0.28193462934881275,0.4236072785524118,0.37267631173488097,-0.05093096681753084,['wiener_deconvolution']
text,dark,dark_severe,1.3863458681642171,5.9513816121162035,4.565035743951986,0.178916497891623,0.7435556209568239,0.5646391230652009,['zero_dce_enhancement']
text,dark,dark_heavy,1.8713141136054636,7.119375280575477,5.248061166970014,0.26776946142943386,0.8070690974150444,0.5392996359856106,['zero_dce_enhancement']
text,dark,dark_moderate,2.977864540711007,2.977864540711007,0.0,0.4447065922039709,0.4447065922039709,0.0,['none_required']
text,dark,dark_mild,4.9278519779083405,4.9278519779083405,0.0,0.668819272610527,0.668819272610527,0.0,['none_required']
text,motion_blur,mblur_severe_h,18.50555874728728,18.50555874728728,0.0,0.9089908730959595,0.9089908730959595,0.0,['none_required']
text,motion_blur,mblur_moderate_h,18.889848551502062,18.889848551502062,0.0,0.912897611713619,0.912897611713619,0.0,['none_required']
text,motion_blur,mblur_moderate_d,18.722596153212663,18.722596153212663,0.0,0.8882699290482226,0.8882699290482226,0.0,['none_required']
text,motion_blur,mblur_mild_v,21.244923564846452,21.244923564846452,0.0,0.9308279527199284,0.9308279527199284,0.0,['none_required']
text,gaussian_blur,gblur_heavy,18.92548598826339,16.350091039109532,-2.575394949153857,0.8920286887354163,0.8688308692564592,-0.02319781947895705,['wiener_deconvolution']
text,gaussian_blur,gblur_mild,20.996165419872984,15.641155841800796,-5.355009578072188,0.9299445196637118,0.8634458880123395,-0.06649863165137238,['wiener_deconvolution']
text,combined,combined_dark_blur,1.84767141501739,6.149945000390719,4.302273585373329,0.26021947288492875,0.711836221226235,0.4516167483413063,"['zero_dce_enhancement', 'wiener_deconvolution']"
text,combined,combined_moderate,2.93045149439427,2.6469995761282346,-0.28345191826603555,0.42207269113328677,0.3759568553877563,-0.046115835745530465,['wiener_deconvolution']
text,dark,dark_severe,1.4900497181031638,5.347335018652086,3.8572853005489227,0.18089767550671176,0.6537186427690796,0.4728209672623679,"['zero_dce_enhancement', 'wiener_deconvolution']"
text,dark,dark_heavy,1.9865258134758725,7.393209369205329,5.406683555729456,0.2736973036869714,0.8197117386823473,0.5460144349953758,['zero_dce_enhancement']
text,dark,dark_moderate,3.0736905516249173,3.0736905516249173,0.0,0.44943050593972944,0.44943050593972944,0.0,['none_required']
text,dark,dark_mild,5.011905248733227,5.011905248733227,0.0,0.6726871505391151,0.6726871505391151,0.0,['none_required']
text,motion_blur,mblur_severe_h,22.73386370882536,22.73386370882536,0.0,0.9352006285882315,0.9352006285882315,0.0,['none_required']
text,motion_blur,mblur_moderate_h,23.155655185246054,23.155655185246054,0.0,0.937092805228959,0.937092805228959,0.0,['none_required']
text,motion_blur,mblur_moderate_d,22.583615458602285,22.583615458602285,0.0,0.9172114173410458,0.9172114173410458,0.0,['none_required']
text,motion_blur,mblur_mild_v,24.829476422803456,24.829476422803456,0.0,0.9458789634978605,0.9458789634978605,0.0,['none_required']
text,gaussian_blur,gblur_heavy,22.703694231335817,18.835335053080794,-3.868359178255023,0.9255386535389084,0.9101630018322132,-0.015375651706695193,['wiener_deconvolution']
text,gaussian_blur,gblur_mild,23.643332279573155,18.57137811845723,-5.071954161115926,0.9384878940667705,0.9006361476957966,-0.03785174637097388,['wiener_deconvolution']
text,combined,combined_dark_blur,1.976876081602246,6.454999984619196,4.47812390301695,0.2685992792701455,0.7347366869780766,0.4661374077079311,"['zero_dce_enhancement', 'wiener_deconvolution']"
text,combined,combined_moderate,3.05332283165653,2.770076219254107,-0.2832466124024231,0.43411269730893565,0.3894633648876641,-0.04464933242127156,['wiener_deconvolution']
text,dark,dark_severe,1.8772940181101423,6.67156912758474,4.794275109474597,0.1802061708720883,0.7624493082504893,0.5822431373784009,['zero_dce_enhancement']
text,dark,dark_heavy,2.3959922566897083,8.174407871564126,5.778415614874418,0.2769304669995721,0.8381822966206421,0.56125182962107,['zero_dce_enhancement']
text,dark,dark_moderate,3.4861241896678856,3.4861241896678856,0.0,0.452228862058874,0.452228862058874,0.0,['none_required']
text,dark,dark_mild,5.399119199223767,5.399119199223767,0.0,0.6720434171676394,0.6720434171676394,0.0,['none_required']
text,motion_blur,mblur_severe_h,21.602260424188916,21.602260424188916,0.0,0.9330680565705513,0.9330680565705513,0.0,['none_required']
text,motion_blur,mblur_moderate_h,22.0853599136233,22.0853599136233,0.0,0.9361456062074551,0.9361456062074551,0.0,['none_required']
text,motion_blur,mblur_moderate_d,21.770195426165383,21.770195426165383,0.0,0.9173361048293011,0.9173361048293011,0.0,['none_required']
text,motion_blur,mblur_mild_v,24.328514386037043,24.328514386037043,0.0,0.9479329516590689,0.9479329516590689,0.0,['none_required']
text,gaussian_blur,gblur_heavy,21.88033305973974,18.63164265790916,-3.2486904018305793,0.9234748159078869,0.9076174627652244,-0.015857353142662567,['wiener_deconvolution']
text,gaussian_blur,gblur_mild,23.001722392498003,18.356334721589597,-4.645387670908406,0.9396114314832167,0.9020528599986083,-0.037558571484608394,['wiener_deconvolution']
text,combined,combined_dark_blur,2.3826333588399677,7.1488418687631805,4.766208509923213,0.2714362281275906,0.7529924589506345,0.4815562308230439,"['zero_dce_enhancement', 'wiener_deconvolution']"
text,combined,combined_moderate,3.458918540163935,3.163505204390791,-0.2954133357731439,0.4362474925665536,0.38994646596086396,-0.04630102660568963,['wiener_deconvolution']
text,dark,dark_severe,3.1017029691624387,7.569876974283799,4.4681740051213605,0.17646107333126185,0.6497191680651656,0.4732580947339038,"['zero_dce_enhancement', 'wiener_deconvolution']"
text,dark,dark_heavy,3.5924254516744005,10.483682405584602,6.891256953910202,0.2649131368451047,0.8698522770885476,0.604939140243443,['zero_dce_enhancement']
text,dark,dark_moderate,4.666247942635865,4.666247942635865,0.0,0.43534107617216194,0.43534107617216194,0.0,['none_required']
text,dark,dark_mild,6.575904927188261,6.575904927188261,0.0,0.65761455026226,0.65761455026226,0.0,['none_required']
text,motion_blur,mblur_severe_h,19.81453036729526,19.81453036729526,0.0,0.8803648744534912,0.8803648744534912,0.0,['none_required']
text,motion_blur,mblur_moderate_h,20.784350278924073,20.784350278924073,0.0,0.8899415946389857,0.8899415946389857,0.0,['none_required']
text,motion_blur,mblur_moderate_d,20.698070923174633,20.698070923174633,0.0,0.8617919441141781,0.8617919441141781,0.0,['none_required']
text,motion_blur,mblur_mild_v,23.259094970404597,23.259094970404597,0.0,0.9154824905469395,0.9154824905469395,0.0,['none_required']
text,gaussian_blur,gblur_heavy,20.850805749941607,18.328949629276924,-2.5218561206646832,0.870718365505534,0.8472714268058334,-0.023446938699700604,['wiener_deconvolution']
text,gaussian_blur,gblur_mild,22.975194631421566,17.75717378159124,-5.218020849830324,0.9105186953323051,0.8387108847257022,-0.0718078106066029,['wiener_deconvolution']
text,combined,combined_dark_blur,3.568785320250711,9.145128013919274,5.576342693668563,0.2553707256520289,0.7542777663490812,0.4989070406970523,"['zero_dce_enhancement', 'wiener_deconvolution']"
text,combined,combined_moderate,4.6218194362360965,4.339697510338136,-0.28212192589796015,0.40878399122353964,0.36332869115025906,-0.04545530007328058,['wiener_deconvolution']
mixed,dark,dark_severe,2.2158440436202196,6.217233547749489,4.0013895041292695,0.15916763111529295,0.5086820516714816,0.34951442055618864,"['zero_dce_enhancement', 'wiener_deconvolution']"
mixed,dark,dark_heavy,2.710333007127968,8.428481751454353,5.718148744326385,0.24346188998216906,0.7924506357883392,0.5489887458061702,['zero_dce_enhancement']
mixed,dark,dark_moderate,3.7996090985944435,9.675925156839787,5.876316058245344,0.41100463483747796,0.8348136249247813,0.42380899008730333,['zero_dce_enhancement']
mixed,dark,dark_mild,5.731289455401784,5.731289455401784,0.0,0.6359764568405563,0.6359764568405563,0.0,['none_required']
mixed,motion_blur,mblur_severe_h,20.168634674852306,20.168634674852306,0.0,0.7679767125362856,0.7679767125362856,0.0,['none_required']
mixed,motion_blur,mblur_moderate_h,21.602528991594795,21.602528991594795,0.0,0.79789959274659,0.79789959274659,0.0,['none_required']
mixed,motion_blur,mblur_moderate_d,21.40845078943812,21.40845078943812,0.0,0.8011016346204329,0.8011016346204329,0.0,['none_required']
mixed,motion_blur,mblur_mild_v,22.60128552036115,22.60128552036115,0.0,0.8143846745282967,0.8143846745282967,0.0,['none_required']
mixed,gaussian_blur,gblur_heavy,21.261430158949082,18.33360913981419,-2.9278210191348926,0.778752568826027,0.7292251520101991,-0.04952741681582784,['wiener_deconvolution']
mixed,gaussian_blur,gblur_mild,23.749525167427755,18.01103064307249,-5.738494524355264,0.8254986496575608,0.6990070965581254,-0.12649155309943538,['wiener_deconvolution']
mixed,combined,combined_dark_blur,2.6931433910597615,7.442473526603281,4.749330135543519,0.2279284444323113,0.6352171259855318,0.4072886815532205,"['zero_dce_enhancement', 'wiener_deconvolution']"
mixed,combined,combined_moderate,3.7679752772858093,8.359784495856438,4.591809218570629,0.37221530131294084,0.6169114091943778,0.24469610788143697,"['zero_dce_enhancement', 'wiener_deconvolution']"
mixed,dark,dark_severe,4.401033786102804,9.575578925647868,5.174545139545064,0.16580920379359904,0.6110959118653269,0.4452867080717278,"['zero_dce_enhancement', 'wiener_deconvolution']"
mixed,dark,dark_heavy,4.894571262515707,11.613369052085694,6.7187977895699875,0.25202246385442634,0.6738692110922873,0.4218467472378609,"['zero_dce_enhancement', 'wiener_deconvolution']"
mixed,dark,dark_moderate,5.98431632656773,5.98431632656773,0.0,0.4217585324550982,0.4217585324550982,0.0,['none_required']
mixed,dark,dark_mild,7.914039818368321,7.914039818368321,0.0,0.6451625281323916,0.6451625281323916,0.0,['none_required']
mixed,motion_blur,mblur_severe_h,26.660797921224578,21.86196434710086,-4.798833574123719,0.8298246018884594,0.7837708896634923,-0.046053712224967125,['wiener_deconvolution']
mixed,motion_blur,mblur_moderate_h,27.95257344860663,27.95257344860663,0.0,0.843099194945298,0.843099194945298,0.0,['none_required']
mixed,motion_blur,mblur_moderate_d,27.176350120239743,27.176350120239743,0.0,0.8377791474428804,0.8377791474428804,0.0,['none_required']
mixed,motion_blur,mblur_mild_v,28.863200511498523,28.863200511498523,0.0,0.8508045727471882,0.8508045727471882,0.0,['none_required']
mixed,gaussian_blur,gblur_heavy,27.487670669719787,22.258540485375104,-5.229130184344683,0.8308366491145114,0.7988659182564681,-0.03197073085804325,['wiener_deconvolution']
mixed,gaussian_blur,gblur_mild,29.694295600902354,22.062266170903293,-7.632029429999061,0.8538766554893621,0.785564243059956,-0.06831241242940611,['wiener_deconvolution']
mixed,combined,combined_dark_blur,4.888471036130645,11.791401844642259,6.902930808511614,0.23958289829636178,0.7274484945080312,0.48786559621166936,"['zero_dce_enhancement', 'wiener_deconvolution']"
mixed,combined,combined_moderate,5.970847559740129,5.684035375127965,-0.28681218461216407,0.39011828869178206,0.3461346468391789,-0.04398364185260317,['wiener_deconvolution']
mixed,dark,dark_severe,3.9839321697629955,8.587663849032323,4.603731679269327,0.15223805984207578,0.5189638872669226,0.3667258274248468,"['zero_dce_enhancement', 'wiener_deconvolution']"
mixed,dark,dark_heavy,4.478052451471878,11.764662205484989,7.286609754013111,0.233519160553743,0.8507435163759162,0.6172243558221732,['zero_dce_enhancement']
mixed,dark,dark_moderate,5.567401736910318,14.05811615475985,8.490714417849532,0.4006327346584167,0.8848493232501855,0.4842165885917688,['zero_dce_enhancement']
mixed,dark,dark_mild,7.497912645787348,16.05060997817518,8.552697332387833,0.6266641444570406,0.8833836194116494,0.2567194749546089,['zero_dce_enhancement']
mixed,motion_blur,mblur_severe_h,21.598419992976066,21.598419992976066,0.0,0.7676871524080345,0.7676871524080345,0.0,['none_required']
mixed,motion_blur,mblur_moderate_h,23.12220978326687,23.12220978326687,0.0,0.7987726843841215,0.7987726843841215,0.0,['none_required']
mixed,motion_blur,mblur_moderate_d,21.62821273501537,21.62821273501537,0.0,0.7536762799180823,0.7536762799180823,0.0,['none_required']
mixed,motion_blur,mblur_mild_v,22.377522880297803,22.377522880297803,0.0,0.7705534584312517,0.7705534584312517,0.0,['none_required']
mixed,gaussian_blur,gblur_heavy,21.774373474956732,19.33194308030938,-2.442430394647353,0.7472408355684321,0.6997291118292174,-0.04751172373921475,['wiener_deconvolution']
mixed,gaussian_blur,gblur_mild,24.356720531766108,19.271103679113622,-5.085616852652485,0.8099331658881646,0.6858465995616845,-0.12408656632648007,['wiener_deconvolution']
mixed,combined,combined_dark_blur,4.458150803918068,10.40071575902401,5.942564955105942,0.21821860427130416,0.6521000399325616,0.4338814356612575,"['zero_dce_enhancement', 'wiener_deconvolution']"
mixed,combined,combined_moderate,5.521869692589546,11.922080240288613,6.400210547699067,0.35646128408153754,0.6216011392362137,0.2651398551546762,"['zero_dce_enhancement', 'wiener_deconvolution']"
